Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,choice_1,choice_2,choice_3,choice_4,likert,Answer,image_label,practice
121,1678327191863,09/03/2023 01:59:51,1678327191822,0,09/03/2023 01:59:51,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,12,29,1,Screen 2,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,gratified,amused,energetic,touched,"1,2,3,4,5,6,7,8,9",amused,pos_09.jpeg,0
122,1678327196118,09/03/2023 01:59:56,1678327196079,0,09/03/2023 01:59:56,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,12,29,2,Screen 1,Zone2,response_button_text,4245.9000000059605,,,gratified,1,0,1,0,,,,1,1,trials,gratified,amused,energetic,touched,"1,2,3,4,5,6,7,8,9",amused,pos_09.jpeg,0
123,1678327196555,09/03/2023 01:59:56,1678327196522,0,09/03/2023 01:59:56,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,12,29,3,Screen 3,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,gratified,amused,energetic,touched,"1,2,3,4,5,6,7,8,9",amused,pos_09.jpeg,0
124,1678327197695,09/03/2023 01:59:57,1678327197653,0,09/03/2023 01:59:57,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,12,29,4,Screen 4,Zone8,response_rating_scale_likert_active,1120.199999988079,,,5,1,0,1,0,,,,1,1,trials,gratified,amused,energetic,touched,"1,2,3,4,5,6,7,8,9",amused,pos_09.jpeg,0
125,1678327198136,09/03/2023 01:59:58,1678327198089,0,09/03/2023 01:59:58,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,8,30,1,Screen 2,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
126,1678327200597,09/03/2023 02:00:00,1678327200559,0,09/03/2023 02:00:00,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,8,30,2,Screen 1,Zone2,response_button_text,2456.199999988079,,,blissful,1,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
127,1678327201041,09/03/2023 02:00:01,1678327201005,0,09/03/2023 02:00:01,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,8,30,3,Screen 3,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
128,1678327202355,09/03/2023 02:00:02,1678327202314,0,09/03/2023 02:00:02,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,8,30,4,Screen 4,Zone8,response_rating_scale_likert_active,1300.199999988079,,,5,1,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
129,1678327202791,09/03/2023 02:00:02,1678327202756,0,09/03/2023 02:00:02,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,38,31,1,Screen 2,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,sad,pleading,disgruntled,melancholic,"1,2,3,4,5,6,7,8,9",pleading,neg_15.jpeg,0
130,1678327206038,09/03/2023 02:00:06,1678327205996,0,09/03/2023 02:00:05,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,38,31,2,Screen 1,Zone2,response_button_text,3228.5,,,sad,1,0,1,0,,,,1,1,trials,sad,pleading,disgruntled,melancholic,"1,2,3,4,5,6,7,8,9",pleading,neg_15.jpeg,0
131,1678327206477,09/03/2023 02:00:06,1678327206439,0,09/03/2023 02:00:06,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,38,31,3,Screen 3,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,sad,pleading,disgruntled,melancholic,"1,2,3,4,5,6,7,8,9",pleading,neg_15.jpeg,0
132,1678327208735,09/03/2023 02:00:08,1678327208689,0,09/03/2023 02:00:08,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,38,31,4,Screen 4,Zone11,response_rating_scale_likert_active,2240.4000000059605,,,7,1,0,1,0,,,,1,1,trials,sad,pleading,disgruntled,melancholic,"1,2,3,4,5,6,7,8,9",pleading,neg_15.jpeg,0
133,1678327209153,09/03/2023 02:00:09,1678327209123,0,09/03/2023 02:00:09,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,42,32,1,Screen 2,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,gloomy,guilty,despaired,defiant,"1,2,3,4,5,6,7,8,9",despaired,neg_19.jpeg,0
134,1678327212883,09/03/2023 02:00:12,1678327212850,0,09/03/2023 02:00:12,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,42,32,2,Screen 1,Zone3,response_button_text,3720.0999999940395,,,guilty,1,0,1,0,,,,1,1,trials,gloomy,guilty,despaired,defiant,"1,2,3,4,5,6,7,8,9",despaired,neg_19.jpeg,0
135,1678327213333,09/03/2023 02:00:13,1678327213289,0,09/03/2023 02:00:13,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,42,32,3,Screen 3,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,gloomy,guilty,despaired,defiant,"1,2,3,4,5,6,7,8,9",despaired,neg_19.jpeg,0
136,1678327214356,09/03/2023 02:00:14,1678327214331,0,09/03/2023 02:00:14,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,42,32,4,Screen 4,Zone8,response_rating_scale_likert_active,1033.8999999761581,,,5,1,0,1,0,,,,1,1,trials,gloomy,guilty,despaired,defiant,"1,2,3,4,5,6,7,8,9",despaired,neg_19.jpeg,0
137,1678327214810,09/03/2023 02:00:14,1678327214772,0,09/03/2023 02:00:14,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,41,33,1,Screen 2,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,hassled,pensive,heartbroken,gulity,"1,2,3,4,5,6,7,8,9",pensive,neg_18.jpeg,0
138,1678327217993,09/03/2023 02:00:17,1678327217956,0,09/03/2023 02:00:17,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,41,33,2,Screen 1,Zone2,response_button_text,3172.699999988079,,,hassled,1,0,1,0,,,,1,1,trials,hassled,pensive,heartbroken,gulity,"1,2,3,4,5,6,7,8,9",pensive,neg_18.jpeg,0
139,1678327218444,09/03/2023 02:00:18,1678327218390,0,09/03/2023 02:00:18,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,41,33,3,Screen 3,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,hassled,pensive,heartbroken,gulity,"1,2,3,4,5,6,7,8,9",pensive,neg_18.jpeg,0
140,1678327219097,09/03/2023 02:00:19,1678327219060,0,09/03/2023 02:00:19,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,41,33,4,Screen 4,Zone11,response_rating_scale_likert_active,658.5999999940395,,,7,1,0,1,0,,,,1,1,trials,hassled,pensive,heartbroken,gulity,"1,2,3,4,5,6,7,8,9",pensive,neg_18.jpeg,0
141,1678327219552,09/03/2023 02:00:19,1678327219505,0,09/03/2023 02:00:19,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,19,34,1,Screen 2,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
142,1678327223319,09/03/2023 02:00:23,1678327223278,0,09/03/2023 02:00:23,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,19,34,2,Screen 1,Zone4,response_button_text,3761.800000011921,,,interested,1,1,0,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
143,1678327223769,09/03/2023 02:00:23,1678327223723,0,09/03/2023 02:00:23,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,19,34,3,Screen 3,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
144,1678327224813,09/03/2023 02:00:24,1678327224767,0,09/03/2023 02:00:24,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,19,34,4,Screen 4,Zone9,response_rating_scale_likert_active,1032.300000011921,,,6,1,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
145,1678327225242,09/03/2023 02:00:25,1678327225206,0,09/03/2023 02:00:25,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,21,35,1,Screen 2,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
146,1678327227407,09/03/2023 02:00:27,1678327227372,0,09/03/2023 02:00:27,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,21,35,2,Screen 1,Zone2,response_button_text,2153.7999999821186,,,amused,1,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
147,1678327227841,09/03/2023 02:00:27,1678327227806,0,09/03/2023 02:00:27,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,21,35,3,Screen 3,fixation,fixation,450.06400000001304,,,,,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
148,1678327229193,09/03/2023 02:00:29,1678327229164,0,09/03/2023 02:00:29,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,21,35,4,Screen 4,Zone9,response_rating_scale_likert_active,1349.9000000059605,,,6,1,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
149,1678327229645,09/03/2023 02:00:29,1678327229606,0,09/03/2023 02:00:29,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,9,36,1,Screen 2,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,euphoric,proud,pleased,arrogant,"1,2,3,4,5,6,7,8,9",euphoric,pos_06.jpeg,0
150,1678327232832,09/03/2023 02:00:32,1678327232781,0,09/03/2023 02:00:32,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,9,36,2,Screen 1,Zone3,response_button_text,3163.100000023842,,,proud,1,0,1,0,,,,1,1,trials,euphoric,proud,pleased,arrogant,"1,2,3,4,5,6,7,8,9",euphoric,pos_06.jpeg,0
151,1678327233259,09/03/2023 02:00:33,1678327233223,0,09/03/2023 02:00:33,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,9,36,3,Screen 3,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,euphoric,proud,pleased,arrogant,"1,2,3,4,5,6,7,8,9",euphoric,pos_06.jpeg,0
152,1678327234242,09/03/2023 02:00:34,1678327234199,0,09/03/2023 02:00:34,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,9,36,4,Screen 4,Zone8,response_rating_scale_likert_active,966.3000000119209,,,5,1,0,1,0,,,,1,1,trials,euphoric,proud,pleased,arrogant,"1,2,3,4,5,6,7,8,9",euphoric,pos_06.jpeg,0
153,1678327234676,09/03/2023 02:00:34,1678327234639,0,09/03/2023 02:00:34,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,30,37,1,Screen 2,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
154,1678327240950,09/03/2023 02:00:40,1678327240904,0,09/03/2023 02:00:40,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,30,37,2,Screen 1,Zone5,response_button_text,6252.200000017881,,,distrustful,1,0,1,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
155,1678327241380,09/03/2023 02:00:41,1678327241340,0,09/03/2023 02:00:41,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,30,37,3,Screen 3,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
156,1678327242267,09/03/2023 02:00:42,1678327242239,0,09/03/2023 02:00:42,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,30,37,4,Screen 4,Zone9,response_rating_scale_likert_active,890.3000000119209,,,6,1,0,1,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
157,1678327242718,09/03/2023 02:00:42,1678327242673,0,09/03/2023 02:00:42,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,34,38,1,Screen 2,fixation,fixation,450.0089999999618,,,,,0,1,0,,,,1,1,trials,jealous,grief-stricken,embarrassed,disappointed,"1,2,3,4,5,6,7,8,9",grief-stricken,neg_11.jpeg,0
158,1678327245747,09/03/2023 02:00:45,1678327245705,0,09/03/2023 02:00:45,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,34,38,2,Screen 1,Zone5,response_button_text,3019.199999988079,,,disappointed,1,0,1,0,,,,1,1,trials,jealous,grief-stricken,embarrassed,disappointed,"1,2,3,4,5,6,7,8,9",grief-stricken,neg_11.jpeg,0
159,1678327246174,09/03/2023 02:00:46,1678327246139,0,09/03/2023 02:00:46,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,34,38,3,Screen 3,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,jealous,grief-stricken,embarrassed,disappointed,"1,2,3,4,5,6,7,8,9",grief-stricken,neg_11.jpeg,0
160,1678327247182,09/03/2023 02:00:47,1678327247155,0,09/03/2023 02:00:47,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,34,38,4,Screen 4,Zone11,response_rating_scale_likert_active,1006.9000000059605,,,7,1,0,1,0,,,,1,1,trials,jealous,grief-stricken,embarrassed,disappointed,"1,2,3,4,5,6,7,8,9",grief-stricken,neg_11.jpeg,0
161,1678327247696,09/03/2023 02:00:47,1678327247589,0,09/03/2023 02:00:47,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,10,39,1,Screen 2,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
162,1678327250312,09/03/2023 02:00:50,1678327250268,0,09/03/2023 02:00:50,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,10,39,2,Screen 1,Zone3,response_button_text,2667.7000000178814,,,content,1,1,0,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
163,1678327250743,09/03/2023 02:00:50,1678327250706,0,09/03/2023 02:00:50,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,10,39,3,Screen 3,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
164,1678327251174,09/03/2023 02:00:51,1678327251132,0,09/03/2023 02:00:51,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,10,39,4,Screen 4,Zone8,response_rating_scale_likert_active,416.2999999821186,,,5,1,0,1,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
165,1678327251618,09/03/2023 02:00:51,1678327251572,0,09/03/2023 02:00:51,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,31,40,1,Screen 2,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,concerned,crestfallen,embarrassed,worried,"1,2,3,4,5,6,7,8,9",crestfallen,neg_08.jpeg,0
166,1678327256092,09/03/2023 02:00:56,1678327256058,0,09/03/2023 02:00:56,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,31,40,2,Screen 1,Zone5,response_button_text,4474.299999982119,,,worried,1,0,1,0,,,,1,1,trials,concerned,crestfallen,embarrassed,worried,"1,2,3,4,5,6,7,8,9",crestfallen,neg_08.jpeg,0
167,1678327256549,09/03/2023 02:00:56,1678327256505,0,09/03/2023 02:00:56,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,31,40,3,Screen 3,fixation,fixation,450.00900000002,,,,,0,1,0,,,,1,1,trials,concerned,crestfallen,embarrassed,worried,"1,2,3,4,5,6,7,8,9",crestfallen,neg_08.jpeg,0
168,1678327257270,09/03/2023 02:00:57,1678327257227,0,09/03/2023 02:00:57,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,31,40,4,Screen 4,Zone11,response_rating_scale_likert_active,712.3000000119209,,,7,1,0,1,0,,,,1,1,trials,concerned,crestfallen,embarrassed,worried,"1,2,3,4,5,6,7,8,9",crestfallen,neg_08.jpeg,0
169,1678327257326,09/03/2023 02:00:57,1678327257231,0,09/03/2023 02:00:57,121969,4,task-cf1c,,27962830,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,MET,59,BA,AB,Spreadsheet1,,,END TASK,,,,,398091,,,,,0,1,0,,,,,,,,,,,,,,
1,1678359609532,09/03/2023 11:00:09,1678359609437,0,09/03/2023 11:00:09,121969,4,task-cf1c,,27970548,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,MET,59,AB,BA,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,
2,1678359618415,09/03/2023 11:00:18,1678359618356,0,09/03/2023 11:00:18,121969,4,task-cf1c,,27970548,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,MET,59,AB,BA,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8896.90000000596,,,,,0,1,0,,,,,,instructions,,,,,,,,
3,1678359623823,09/03/2023 11:00:23,1678359623770,0,09/03/2023 11:00:23,121969,4,task-cf1c,,27970548,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,MET,59,AB,BA,Spreadsheet1,Spreadsheet1,1,1,2,Screen 4,advancementZone,continue_button,5410.20000000298,,,,,0,1,0,,,,,,instructions,,,,,,,,
4,1678359656360,09/03/2023 11:00:56,1678359656304,0,09/03/2023 11:00:56,121969,4,task-cf1c,,27970548,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,MET,59,AB,BA,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,32519.19999998808,,,,,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
5,1678359697266,09/03/2023 11:01:37,1678359697205,0,09/03/2023 11:01:37,121969,4,task-cf1c,,27970548,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,MET,59,AB,BA,Spreadsheet1,Spreadsheet1,2,1,2,Screen 5,Zone4,response_button_text,40889.09999999404,,,happy,1,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
