Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Affective_Responsiveness ,Store: Cognitive_Responsiveness ,Store: Interpersonal_Manipulation,Store: Egocentricity
22,1681808182315,18/04/2023 08:56:22,1681811782315,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I can’t really tell when someone is feeling awkward or uncomfortable.**,response,value,Strongly Disagree,,,Q14_Cognitive_Responsiveness ,5,object-44,7,3,13,4
23,1681808182315,18/04/2023 08:56:22,1681811782315,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I can’t really tell when someone is feeling awkward or uncomfortable.**,response,quantised,1,,,Q14_Cognitive_Responsiveness ,5,object-44,7,3,13,4
24,1681808182316,18/04/2023 08:56:22,1681811782316,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I know how to fake emotions like pain and hurt to make other people feel sorry for me.**,response,value,Agree,,,Q11_Interpersonal_Manipulation,2,object-41,7,3,13,4
25,1681808182317,18/04/2023 08:56:22,1681811782317,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I know how to fake emotions like pain and hurt to make other people feel sorry for me.**,response,quantised,4,,,Q11_Interpersonal_Manipulation,2,object-41,7,3,13,4
26,1681808182317,18/04/2023 08:56:22,1681811782317,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I find it difficult to understand what other people feel.**,response,value,Disagree,,,Q18_Cognitive_Responsiveness ,9,object-48,7,3,13,4
27,1681808182318,18/04/2023 08:56:22,1681811782318,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I find it difficult to understand what other people feel.**,response,quantised,2,,,Q18_Cognitive_Responsiveness ,9,object-48,7,3,13,4
28,1681808182319,18/04/2023 08:56:22,1681811782319,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I’m good at pretending that I like someone if this will get me what I want.**,response,value,Sometimes Agree,,,Q19_Interpersonal_Manipulation,10,object-49,7,3,13,4
29,1681808182320,18/04/2023 08:56:22,1681811782320,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I’m good at pretending that I like someone if this will get me what I want.**,response,quantised,3,,,Q19_Interpersonal_Manipulation,10,object-49,7,3,13,4
30,1681808182320,18/04/2023 08:56:22,1681811782320,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I don’t feel bad when a friend is going through a tough time.**,response,value,Disagree,,,Q13_Affective_Responsiveness,4,object-43,7,3,13,4
31,1681808182321,18/04/2023 08:56:22,1681811782321,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I don’t feel bad when a friend is going through a tough time.**,response,quantised,2,,,Q13_Affective_Responsiveness,4,object-43,7,3,13,4
32,1681808182322,18/04/2023 08:56:22,1681811782322,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,"**No matter what happens and what people say, I’m usually the one who is right.**",response,value,Strongly Disagree,,,Q12_Egocentricity,3,object-42,7,3,13,4
33,1681808182322,18/04/2023 08:56:22,1681811782322,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,"**No matter what happens and what people say, I’m usually the one who is right.**",response,quantised,1,,,Q12_Egocentricity,3,object-42,7,3,13,4
34,1681808182324,18/04/2023 08:56:22,1681811782324,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I sometimes provoke people on purpose to see how they react in certain situations.**,response,value,Sometimes Agree,,,Q15_Interpersonal_Manipulation,6,object-45,7,3,13,4
35,1681808182324,18/04/2023 08:56:22,1681811782324,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I sometimes provoke people on purpose to see how they react in certain situations.**,response,quantised,3,,,Q15_Interpersonal_Manipulation,6,object-45,7,3,13,4
36,1681808182325,18/04/2023 08:56:22,1681811782325,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I’m happy to help somebody as long as I get something in return.**,response,value,Disagree,,,Q16_Egocentricity,7,object-46,7,3,13,4
37,1681808182326,18/04/2023 08:56:22,1681811782326,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I’m happy to help somebody as long as I get something in return.**,response,quantised,2,,,Q16_Egocentricity,7,object-46,7,3,13,4
38,1681808182327,18/04/2023 08:56:22,1681811782327,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I can guess how people will feel in different situations.**,response,value,Strongly Agree,,,Q10_Cognitive_Responsiveness_Reverse ,1,object-40,7,3,13,4
39,1681808182327,18/04/2023 08:56:22,1681811782327,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I can guess how people will feel in different situations.**,response,quantised,5,,,Q10_Cognitive_Responsiveness_Reverse ,1,object-40,7,3,13,4
40,1681808182328,18/04/2023 08:56:22,1681811782328,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I don’t really feel compassion when people talk about the death of their loved ones.**,response,value,Sometimes Agree,,,Q17_Affective_Responsiveness,8,object-47,7,3,13,4
41,1681808182329,18/04/2023 08:56:22,1681811782329,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 3,okv7as,3,**I don’t really feel compassion when people talk about the death of their loved ones.**,response,quantised,3,,,Q17_Affective_Responsiveness,8,object-47,7,3,13,4
42,1681808182330,18/04/2023 08:56:22,1681811782330,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**It doesn’t really bother me to see somebody in pain.**,response,value,Disagree,,,Q25_Affective_Responsiveness,6,object-65,9,4,17,8
43,1681808182331,18/04/2023 08:56:22,1681811782331,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**It doesn’t really bother me to see somebody in pain.**,response,quantised,2,,,Q25_Affective_Responsiveness,6,object-65,9,4,17,8
44,1681808182332,18/04/2023 08:56:22,1681811782332,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**I find it hard to understand why some people get very upset when they lose someone close to them.**,response,value,Strongly Disagree,,,Q26_Cognitive_Responsiveness ,7,object-66,9,4,17,8
45,1681808182333,18/04/2023 08:56:22,1681811782333,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**I find it hard to understand why some people get very upset when they lose someone close to them.**,response,quantised,1,,,Q26_Cognitive_Responsiveness ,7,object-66,9,4,17,8
46,1681808182334,18/04/2023 08:56:22,1681811782334,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**Seeing somebody suffer doesn’t distress me.**,response,value,Strongly Disagree,,,Q21_Affective_Responsiveness,2,object-61,9,4,17,8
47,1681808182335,18/04/2023 08:56:22,1681811782335,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**Seeing somebody suffer doesn’t distress me.**,response,quantised,1,,,Q21_Affective_Responsiveness,2,object-61,9,4,17,8
48,1681808182336,18/04/2023 08:56:22,1681811782336,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,"**How others feel is irrelevant to me, as long as I feel good.**",response,value,Strongly Disagree,,,Q28_Egocentricity,9,object-68,9,4,17,8
49,1681808182337,18/04/2023 08:56:22,1681811782337,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,"**How others feel is irrelevant to me, as long as I feel good.**",response,quantised,1,,,Q28_Egocentricity,9,object-68,9,4,17,8
50,1681808182338,18/04/2023 08:56:22,1681811782338,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**I can see when someone is hiding what they really feel.**,response,value,Agree,,,Q22_Cognitive_Responsiveness_Reverse,3,object-62,9,4,17,8
51,1681808182338,18/04/2023 08:56:22,1681811782338,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**I can see when someone is hiding what they really feel.**,response,quantised,4,,,Q22_Cognitive_Responsiveness_Reverse,3,object-62,9,4,17,8
52,1681808182339,18/04/2023 08:56:22,1681811782339,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,"**I like it when people do as I say, regardless of whether I’m right or wrong.**",response,value,Disagree,,,Q24_Egocentricity,5,object-64,9,4,17,8
53,1681808182340,18/04/2023 08:56:22,1681811782340,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,"**I like it when people do as I say, regardless of whether I’m right or wrong.**",response,quantised,2,,,Q24_Egocentricity,5,object-64,9,4,17,8
54,1681808182341,18/04/2023 08:56:22,1681811782341,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**Something has to benefit me otherwise it I’m not willing to do it.**,response,value,Sometimes Agree,,,Q20_Egocentricity,1,object-60,9,4,17,8
55,1681808182343,18/04/2023 08:56:22,1681811782343,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**Something has to benefit me otherwise it I’m not willing to do it.**,response,quantised,3,,,Q20_Egocentricity,1,object-60,9,4,17,8
56,1681808182344,18/04/2023 08:56:22,1681811782344,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,"**I’m good at getting people to do what I want, even if they don’t want to at first.**",response,value,Agree,,,Q27_Interpersonal_Manipulation,8,object-67,9,4,17,8
57,1681808182345,18/04/2023 08:56:22,1681811782345,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,"**I’m good at getting people to do what I want, even if they don’t want to at first.**",response,quantised,4,,,Q27_Interpersonal_Manipulation,8,object-67,9,4,17,8
58,1681808182346,18/04/2023 08:56:22,1681811782346,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**I would lie to someone if this gets me what I want.**,response,value,Disagree,,,Q23_Interpersonal_Manipulation,4,object-63,9,4,17,8
59,1681808182347,18/04/2023 08:56:22,1681811782347,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 4,kr77tx,4,**I would lie to someone if this gets me what I want.**,response,quantised,2,,,Q23_Interpersonal_Manipulation,4,object-63,9,4,17,8
60,1681808182348,18/04/2023 08:56:22,1681811782348,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,,,,Affective_Responsiveness ,response,score,9,,,,,,,,,
61,1681808182349,18/04/2023 08:56:22,1681811782349,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,,,,Cognitive_Responsiveness ,response,score,4,,,,,,,,,
62,1681808182350,18/04/2023 08:56:22,1681811782350,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,,,,Interpersonal_Manipulation,response,score,17,,,,,,,,,
63,1681808182351,18/04/2023 08:56:22,1681811782351,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,,,,Egocentricity,response,score,8,,,,,,,,,
64,1681808182353,18/04/2023 08:56:22,1681811782353,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,,,,,,,END,,,,,,,,,
END OF FILE
