Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,choice_1,choice_2,choice_3,choice_4,likert,Answer,image_label,practice
118,1681760052580,17/04/2023 19:34:12,1681760051667,3,17/04/2023 22:34:11,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,8,28,1,Screen 2,fixation,fixation,449.9439999999886,,,,,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
119,1681760054072,17/04/2023 19:34:14,1681760053541,3,17/04/2023 22:34:13,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,8,28,2,Screen 1,Zone4,response_button_text,1863.7999999523163,,,triumphant,1,1,0,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
120,1681760054566,17/04/2023 19:34:14,1681760053985,3,17/04/2023 22:34:13,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,8,28,3,Screen 3,fixation,fixation,450.02900000000955,,,,,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
121,1681760054817,17/04/2023 19:34:14,1681760054714,3,17/04/2023 22:34:14,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,8,28,4,Screen 4,Zone12,response_rating_scale_likert_active,714.1000000238419,,,9,1,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
122,1681760055687,17/04/2023 19:34:15,1681760055151,3,17/04/2023 22:34:15,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,38,29,1,Screen 2,fixation,fixation,450.1000000000058,,,,,0,1,0,,,,1,1,trials,sad,pleading,disgruntled,melancholic,"1,2,3,4,5,6,7,8,9",pleading,neg_15.jpeg,0
123,1681760059477,17/04/2023 19:34:19,1681760058886,3,17/04/2023 22:34:18,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,38,29,2,Screen 1,Zone5,response_button_text,3718.399999976158,,,melancholic,1,0,1,0,,,,1,1,trials,sad,pleading,disgruntled,melancholic,"1,2,3,4,5,6,7,8,9",pleading,neg_15.jpeg,0
124,1681760060134,17/04/2023 19:34:20,1681760059335,3,17/04/2023 22:34:19,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,38,29,3,Screen 3,fixation,fixation,450.16599999999744,,,,,0,1,0,,,,1,1,trials,sad,pleading,disgruntled,melancholic,"1,2,3,4,5,6,7,8,9",pleading,neg_15.jpeg,0
125,1681760060776,17/04/2023 19:34:20,1681760059852,3,17/04/2023 22:34:19,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,38,29,4,Screen 4,Zone12,response_rating_scale_likert_active,498.8000000715256,,,9,1,0,1,0,,,,1,1,trials,sad,pleading,disgruntled,melancholic,"1,2,3,4,5,6,7,8,9",pleading,neg_15.jpeg,0
126,1681760061445,17/04/2023 19:34:21,1681760060301,3,17/04/2023 22:34:20,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,26,30,1,Screen 2,fixation,fixation,450.0199999999895,,,,,0,1,0,,,,1,1,trials,painful,sorrowful,sad,frustrated,"1,2,3,4,5,6,7,8,9",frustrated,neg_03.jpeg,0
127,1681760068458,17/04/2023 19:34:28,1681760067890,3,17/04/2023 22:34:27,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,26,30,2,Screen 1,Zone5,response_button_text,7573.399999976158,,,frustrated,1,1,0,0,,,,1,1,trials,painful,sorrowful,sad,frustrated,"1,2,3,4,5,6,7,8,9",frustrated,neg_03.jpeg,0
128,1681760069127,17/04/2023 19:34:29,1681760068334,3,17/04/2023 22:34:28,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,26,30,3,Screen 3,fixation,fixation,449.9440000000177,,,,,0,1,0,,,,1,1,trials,painful,sorrowful,sad,frustrated,"1,2,3,4,5,6,7,8,9",frustrated,neg_03.jpeg,0
129,1681760069760,17/04/2023 19:34:29,1681760069134,3,17/04/2023 22:34:29,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,26,30,4,Screen 4,Zone9,response_rating_scale_likert_active,783.2000000476837,,,6,1,0,1,0,,,,1,1,trials,painful,sorrowful,sad,frustrated,"1,2,3,4,5,6,7,8,9",frustrated,neg_03.jpeg,0
130,1681760070580,17/04/2023 19:34:30,1681760069568,3,17/04/2023 22:34:29,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,30,31,1,Screen 2,fixation,fixation,449.99499999999534,,,,,0,1,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
131,1681760076676,17/04/2023 19:34:36,1681760076297,3,17/04/2023 22:34:36,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,30,31,2,Screen 1,Zone2,response_button_text,6718.199999928474,,,appalled,1,1,0,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
132,1681760077014,17/04/2023 19:34:37,1681760076735,3,17/04/2023 22:34:36,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,30,31,3,Screen 3,fixation,fixation,450.01500000001397,,,,,0,1,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
133,1681760078091,17/04/2023 19:34:38,1681760077950,3,17/04/2023 22:34:37,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,30,31,4,Screen 4,Zone8,response_rating_scale_likert_active,1197.1000000238419,,,5,1,0,1,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
134,1681760078510,17/04/2023 19:34:38,1681760078384,3,17/04/2023 22:34:38,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,27,32,1,Screen 2,fixation,fixation,450.09599999999045,,,,,0,1,0,,,,1,1,trials,distraught,lethargic,unhappy,agonized,"1,2,3,4,5,6,7,8,9",agonized,neg_04.jpeg,0
135,1681760085277,17/04/2023 19:34:45,1681760084953,3,17/04/2023 22:34:44,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,27,32,2,Screen 1,Zone5,response_button_text,6557.600000023842,,,agonized,1,1,0,0,,,,1,1,trials,distraught,lethargic,unhappy,agonized,"1,2,3,4,5,6,7,8,9",agonized,neg_04.jpeg,0
136,1681760085731,17/04/2023 19:34:45,1681760085400,3,17/04/2023 22:34:45,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,27,32,3,Screen 3,fixation,fixation,450.0260000000126,,,,,0,1,0,,,,1,1,trials,distraught,lethargic,unhappy,agonized,"1,2,3,4,5,6,7,8,9",agonized,neg_04.jpeg,0
137,1681760086235,17/04/2023 19:34:46,1681760085911,3,17/04/2023 22:34:45,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,27,32,4,Screen 4,Zone12,response_rating_scale_likert_active,493.7000000476837,,,9,1,0,1,0,,,,1,1,trials,distraught,lethargic,unhappy,agonized,"1,2,3,4,5,6,7,8,9",agonized,neg_04.jpeg,0
138,1681760086746,17/04/2023 19:34:46,1681760086351,3,17/04/2023 22:34:46,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,11,33,1,Screen 2,fixation,fixation,449.92799999998533,,,,,0,1,0,,,,1,1,trials,easygoing,forgiving,satisfied,euphoric,"1,2,3,4,5,6,7,8,9",satisfied,pos_08.jpeg,0
139,1681760090793,17/04/2023 19:34:50,1681760090207,3,17/04/2023 22:34:50,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,11,33,2,Screen 1,Zone4,response_button_text,3843.600000023842,,,satisfied,1,1,0,0,,,,1,1,trials,easygoing,forgiving,satisfied,euphoric,"1,2,3,4,5,6,7,8,9",satisfied,pos_08.jpeg,0
140,1681760091435,17/04/2023 19:34:51,1681760090651,3,17/04/2023 22:34:50,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,11,33,3,Screen 3,fixation,fixation,450.0129999999772,,,,,0,1,0,,,,1,1,trials,easygoing,forgiving,satisfied,euphoric,"1,2,3,4,5,6,7,8,9",satisfied,pos_08.jpeg,0
141,1681760092140,17/04/2023 19:34:52,1681760091322,3,17/04/2023 22:34:51,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,11,33,4,Screen 4,Zone12,response_rating_scale_likert_active,657.8999999761581,,,9,1,0,1,0,,,,1,1,trials,easygoing,forgiving,satisfied,euphoric,"1,2,3,4,5,6,7,8,9",satisfied,pos_08.jpeg,0
142,1681760092833,17/04/2023 19:34:52,1681760091769,3,17/04/2023 22:34:51,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,32,34,1,Screen 2,fixation,fixation,449.8530000000028,,,,,0,1,0,,,,1,1,trials,unwilling,displeased,hateful,intimidated,"1,2,3,4,5,6,7,8,9",intimidated,neg_09.jpeg,0
143,1681760096426,17/04/2023 19:34:56,1681760095689,3,17/04/2023 22:34:55,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,32,34,2,Screen 1,Zone2,response_button_text,3908.899999976158,,,unwilling,1,0,1,0,,,,1,1,trials,unwilling,displeased,hateful,intimidated,"1,2,3,4,5,6,7,8,9",intimidated,neg_09.jpeg,0
144,1681760097165,17/04/2023 19:34:57,1681760096136,3,17/04/2023 22:34:56,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,32,34,3,Screen 3,fixation,fixation,449.97199999997974,,,,,0,1,0,,,,1,1,trials,unwilling,displeased,hateful,intimidated,"1,2,3,4,5,6,7,8,9",intimidated,neg_09.jpeg,0
145,1681760097973,17/04/2023 19:34:57,1681760097085,3,17/04/2023 22:34:57,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,32,34,4,Screen 4,Zone10,response_rating_scale_likert_active,932.2000000476837,,,8,1,0,1,0,,,,1,1,trials,unwilling,displeased,hateful,intimidated,"1,2,3,4,5,6,7,8,9",intimidated,neg_09.jpeg,0
146,1681760098312,17/04/2023 19:34:58,1681760097535,3,17/04/2023 22:34:57,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,21,35,1,Screen 2,fixation,fixation,449.9629999999888,,,,,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
147,1681760102896,17/04/2023 19:35:02,1681760102544,3,17/04/2023 22:35:02,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,21,35,2,Screen 1,Zone2,response_button_text,4999.399999976158,,,amused,1,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
148,1681760103423,17/04/2023 19:35:03,1681760102984,3,17/04/2023 22:35:02,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,21,35,3,Screen 3,fixation,fixation,450.07299999997485,,,,,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
149,1681760106312,17/04/2023 19:35:06,1681760104054,3,17/04/2023 22:35:04,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,21,35,4,Screen 4,Zone12,response_rating_scale_likert_active,1054.2000000476837,,,9,1,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
150,1681760106965,17/04/2023 19:35:06,1681760104501,3,17/04/2023 22:35:04,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,36,36,1,Screen 2,fixation,fixation,449.7980000000098,,,,,0,1,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
151,1681760110225,17/04/2023 19:35:10,1681760109537,3,17/04/2023 22:35:09,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,36,36,2,Screen 1,Zone2,response_button_text,5022.599999904633,,,agonized,1,1,0,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
152,1681760110968,17/04/2023 19:35:10,1681760109985,3,17/04/2023 22:35:09,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,36,36,3,Screen 3,fixation,fixation,449.91699999998673,,,,,0,1,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
153,1681760111774,17/04/2023 19:35:11,1681760110660,3,17/04/2023 22:35:10,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,36,36,4,Screen 4,Zone12,response_rating_scale_likert_active,658.5,,,9,1,0,1,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
154,1681760112675,17/04/2023 19:35:12,1681760111102,3,17/04/2023 22:35:11,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,10,37,1,Screen 2,fixation,fixation,450.10700000001816,,,,,0,1,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
155,1681760117850,17/04/2023 19:35:17,1681760116907,3,17/04/2023 22:35:16,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,10,37,2,Screen 1,Zone4,response_button_text,5792.699999928474,,,curious,1,0,1,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
156,1681760118902,17/04/2023 19:35:18,1681760117352,3,17/04/2023 22:35:17,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,10,37,3,Screen 3,fixation,fixation,450.01800000001094,,,,,0,1,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
157,1681760120022,17/04/2023 19:35:20,1681760118393,3,17/04/2023 22:35:18,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,10,37,4,Screen 4,Zone12,response_rating_scale_likert_active,1023.1999999284744,,,9,1,0,1,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
158,1681760120022,17/04/2023 19:35:20,1681760118835,3,17/04/2023 22:35:18,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,33,38,1,Screen 2,fixation,fixation,450.0920000000042,,,,,0,1,0,,,,1,1,trials,startled,sad,upset,offended,"1,2,3,4,5,6,7,8,9",sad,neg_10.jpeg,0
159,1681760122861,17/04/2023 19:35:22,1681760122265,3,17/04/2023 22:35:22,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,33,38,2,Screen 1,Zone4,response_button_text,3413.399999976158,,,upset,1,0,1,0,,,,1,1,trials,startled,sad,upset,offended,"1,2,3,4,5,6,7,8,9",sad,neg_10.jpeg,0
160,1681760123479,17/04/2023 19:35:23,1681760122702,3,17/04/2023 22:35:22,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,33,38,3,Screen 3,fixation,fixation,449.8620000000228,,,,,0,1,0,,,,1,1,trials,startled,sad,upset,offended,"1,2,3,4,5,6,7,8,9",sad,neg_10.jpeg,0
161,1681760124120,17/04/2023 19:35:24,1681760123394,3,17/04/2023 22:35:23,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,33,38,4,Screen 4,Zone12,response_rating_scale_likert_active,676.2999999523163,,,9,1,0,1,0,,,,1,1,trials,startled,sad,upset,offended,"1,2,3,4,5,6,7,8,9",sad,neg_10.jpeg,0
162,1681760124778,17/04/2023 19:35:24,1681760123835,3,17/04/2023 22:35:23,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,18,39,1,Screen 2,fixation,fixation,450.09799999999814,,,,,0,1,0,,,,1,1,trials,shy,stunned,euphoric,dreamy,"1,2,3,4,5,6,7,8,9",shy,pos_15.jpeg,0
163,1681760127710,17/04/2023 19:35:27,1681760127027,3,17/04/2023 22:35:27,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,18,39,2,Screen 1,Zone5,response_button_text,3179,,,dreamy,1,0,1,0,,,,1,1,trials,shy,stunned,euphoric,dreamy,"1,2,3,4,5,6,7,8,9",shy,pos_15.jpeg,0
164,1681760128586,17/04/2023 19:35:28,1681760127468,3,17/04/2023 22:35:27,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,18,39,3,Screen 3,fixation,fixation,449.9629999999888,,,,,0,1,0,,,,1,1,trials,shy,stunned,euphoric,dreamy,"1,2,3,4,5,6,7,8,9",shy,pos_15.jpeg,0
165,1681760129494,17/04/2023 19:35:29,1681760127966,3,17/04/2023 22:35:27,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,18,39,4,Screen 4,Zone12,response_rating_scale_likert_active,480.3000000715256,,,9,1,0,1,0,,,,1,1,trials,shy,stunned,euphoric,dreamy,"1,2,3,4,5,6,7,8,9",shy,pos_15.jpeg,0
166,1681760129494,17/04/2023 19:35:29,1681760128402,3,17/04/2023 22:35:28,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,15,40,1,Screen 2,fixation,fixation,450.1900000000023,,,,,0,1,0,,,,1,1,trials,joyful,satisfied,mesmerized,fascinated,"1,2,3,4,5,6,7,8,9",joyful,pos_12.jpeg,0
167,1681760132940,17/04/2023 19:35:32,1681760131992,3,17/04/2023 22:35:31,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,15,40,2,Screen 1,Zone2,response_button_text,3577.3000000715256,,,joyful,1,1,0,0,,,,1,1,trials,joyful,satisfied,mesmerized,fascinated,"1,2,3,4,5,6,7,8,9",joyful,pos_12.jpeg,0
168,1681760133963,17/04/2023 19:35:33,1681760132435,3,17/04/2023 22:35:32,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,15,40,3,Screen 3,fixation,fixation,450.0540000000037,,,,,0,1,0,,,,1,1,trials,joyful,satisfied,mesmerized,fascinated,"1,2,3,4,5,6,7,8,9",joyful,pos_12.jpeg,0
169,1681760134200,17/04/2023 19:35:34,1681760133293,3,17/04/2023 22:35:33,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,15,40,4,Screen 4,Zone12,response_rating_scale_likert_active,842.8000000715256,,,9,1,0,1,0,,,,1,1,trials,joyful,satisfied,mesmerized,fascinated,"1,2,3,4,5,6,7,8,9",joyful,pos_12.jpeg,0
170,1681760134200,17/04/2023 19:35:34,1681760133297,3,17/04/2023 22:35:33,121969,5,task-cf1c,,28924869,BLIND,8612986,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1280x720,1280x609,,MET,59,AB,AB,Spreadsheet1,,,END TASK,,,,,269387,,,,,0,1,0,,,,,,,,,,,,,,
1,1681770542585,17/04/2023 22:29:02,1681770542598,1,17/04/2023 23:29:02,121969,5,task-cf1c,,28927111,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,879x424,980x388,,MET,59,BA,BA,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,
2,1681770549956,17/04/2023 22:29:09,1681770550032,1,17/04/2023 23:29:10,121969,5,task-cf1c,,28927111,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,879x424,980x388,,MET,59,BA,BA,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,7230.300000071526,,,,,0,1,0,,,,,,instructions,,,,,,,,
