Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: perspective_taking,Store: emotion_contagion,Store: online_simulation,Store: peripheral_responsivity,Store: proximal_responsivity,Store: CE,Store: AE
46,1678103562874,06/03/2023 11:52:42,1678103562874,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**Friends talk to me about their problems as they say that I am very understanding.**,response,quantised,4,,,Q23_AE_Proximal_Responsivity,3,object-51,32,13,30,15,16,62,44
47,1678103562875,06/03/2023 11:52:42,1678103562875,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I always try to consider the other fellow’s feelings before I do something.**,response,value,Agree,,,Q30_CE_Online_Simulation,10,object-66,32,13,30,15,16,62,44
48,1678103562876,06/03/2023 11:52:42,1678103562876,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I always try to consider the other fellow’s feelings before I do something.**,response,quantised,3,,,Q30_CE_Online_Simulation,10,object-66,32,13,30,15,16,62,44
49,1678103562877,06/03/2023 11:52:42,1678103562877,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I can tell if someone is masking their true emotion.**,response,value,Agree,,,Q26_CE_Perpective_Taking,6,object-57,32,13,30,15,16,62,44
50,1678103562878,06/03/2023 11:52:42,1678103562878,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I can tell if someone is masking their true emotion.**,response,quantised,3,,,Q26_CE_Perpective_Taking,6,object-57,32,13,30,15,16,62,44
51,1678103562878,06/03/2023 11:52:42,1678103562878,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,"**I can sense if I am intruding, even if the other person does not tell me.**",response,value,Agree,,,Q24_CE_Perpective_Taking,4,object-53,32,13,30,15,16,62,44
52,1678103562879,06/03/2023 11:52:42,1678103562879,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,"**I can sense if I am intruding, even if the other person does not tell me.**",response,quantised,3,,,Q24_CE_Perpective_Taking,4,object-53,32,13,30,15,16,62,44
53,1678103562880,06/03/2023 11:52:42,1678103562880,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I can easily work out what another person might want to talk about.**,response,value,Agree,,,Q25_CE_Perpective_Taking,5,object-55,32,13,30,15,16,62,44
54,1678103562881,06/03/2023 11:52:42,1678103562881,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I can easily work out what another person might want to talk about.**,response,quantised,3,,,Q25_CE_Perpective_Taking,5,object-55,32,13,30,15,16,62,44
55,1678103562882,06/03/2023 11:52:42,1678103562882,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I can easily tell if someone else is interested or bored with what I am saying.**,response,value,Agree,,,Q22_CE_Perpective_Taking,2,object-49,32,13,30,15,16,62,44
56,1678103562883,06/03/2023 11:52:42,1678103562883,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I can easily tell if someone else is interested or bored with what I am saying.**,response,quantised,3,,,Q22_CE_Perpective_Taking,2,object-49,32,13,30,15,16,62,44
57,1678103562884,06/03/2023 11:52:42,1678103562884,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I am good at predicting what someone will do.**,response,value,Agree,,,Q27_CE_Perpective_Taking,7,object-59,32,13,30,15,16,62,44
58,1678103562885,06/03/2023 11:52:42,1678103562885,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I am good at predicting what someone will do.**,response,quantised,3,,,Q27_CE_Perpective_Taking,7,object-59,32,13,30,15,16,62,44
59,1678103562886,06/03/2023 11:52:42,1678103562886,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,"**I can usually appreciate the other person’s viewpoint, even if I do not agree with it.**",response,value,Strongly Agree,,,Q28_CE_Online_Simulation,8,object-62,32,13,30,15,16,62,44
60,1678103562888,06/03/2023 11:52:42,1678103562888,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,"**I can usually appreciate the other person’s viewpoint, even if I do not agree with it.**",response,quantised,4,,,Q28_CE_Online_Simulation,8,object-62,32,13,30,15,16,62,44
61,1678103562889,06/03/2023 11:52:42,1678103562889,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**Other people tell me I am good at understanding how they are feeling and what they are thinking.**,response,value,Strongly Agree,,,Q21_CE_Perpective_Taking,1,object-47,32,13,30,15,16,62,44
62,1678103562890,06/03/2023 11:52:42,1678103562890,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**Other people tell me I am good at understanding how they are feeling and what they are thinking.**,response,quantised,4,,,Q21_CE_Perpective_Taking,1,object-47,32,13,30,15,16,62,44
63,1678103562891,06/03/2023 11:52:42,1678103562891,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**Before I do something I try to consider how my friends will react to it.**,response,value,Agree,,,Q31_CE_Online_Simulation,11,object-68,32,13,30,15,16,62,44
64,1678103562892,06/03/2023 11:52:42,1678103562892,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**Before I do something I try to consider how my friends will react to it.**,response,quantised,3,,,Q31_CE_Online_Simulation,11,object-68,32,13,30,15,16,62,44
65,1678103562893,06/03/2023 11:52:42,1678103562893,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,,,,perspective_taking,response,score,32,,,,,,,,,,,,
66,1678103562894,06/03/2023 11:52:42,1678103562894,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,,,,emotion_contagion,response,score,13,,,,,,,,,,,,
67,1678103562895,06/03/2023 11:52:42,1678103562895,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,,,,online_simulation,response,score,30,,,,,,,,,,,,
68,1678103562896,06/03/2023 11:52:42,1678103562896,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,,,,peripheral_responsivity,response,score,15,,,,,,,,,,,,
69,1678103562897,06/03/2023 11:52:42,1678103562897,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,,,,proximal_responsivity,response,score,16,,,,,,,,,,,,
70,1678103562899,06/03/2023 11:52:42,1678103562899,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,,,,CE,response,score,62,,,,,,,,,,,,
71,1678103562899,06/03/2023 11:52:42,1678103562899,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,,,,AE,response,score,44,,,,,,,,,,,,
1,1678103671768,06/03/2023 11:54:31,1678103671768,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,value,Strongly Agree,,,Q3_CE_Online_Simulation,3,object-11,0,8,17,4,3,17,15
2,1678103671768,06/03/2023 11:54:31,1678103671768,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,quantised,4,,,Q3_CE_Online_Simulation,3,object-11,0,8,17,4,3,17,15
3,1678103671769,06/03/2023 11:54:31,1678103671769,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**I sometimes try to understand my friends better by imagining how things look from their perspective.**,response,value,Strongly Agree,,,Q4_CE_Online_Simulation,4,object-12,0,8,17,4,3,17,15
4,1678103671769,06/03/2023 11:54:31,1678103671769,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**I sometimes try to understand my friends better by imagining how things look from their perspective.**,response,quantised,4,,,Q4_CE_Online_Simulation,4,object-12,0,8,17,4,3,17,15
5,1678103671769,06/03/2023 11:54:31,1678103671769,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**I sometimes find it difficult to see things from the “other guy’s” point of view.**,response,value,Disagree,,,Q1_CE_Online_Simulation_R,1,object-5,0,8,17,4,3,17,15
6,1678103671769,06/03/2023 11:54:31,1678103671769,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**I sometimes find it difficult to see things from the “other guy’s” point of view.**,response,quantised,2,,,Q1_CE_Online_Simulation_R,1,object-5,0,8,17,4,3,17,15
7,1678103671769,06/03/2023 11:54:31,1678103671769,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**People I am with have a strong influence on my mood.**,response,value,Strongly Agree,,,Q9_AE_Emotion_Contagion,10,object-25,0,8,17,4,3,17,15
8,1678103671770,06/03/2023 11:54:31,1678103671770,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**People I am with have a strong influence on my mood.**,response,quantised,4,,,Q9_AE_Emotion_Contagion,10,object-25,0,8,17,4,3,17,15
9,1678103671770,06/03/2023 11:54:31,1678103671770,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,value,Agree,,,Q5_CE_Online_Simulation,5,object-14,0,8,17,4,3,17,15
10,1678103671770,06/03/2023 11:54:31,1678103671770,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,quantised,3,,,Q5_CE_Online_Simulation,5,object-14,0,8,17,4,3,17,15
11,1678103671770,06/03/2023 11:54:31,1678103671770,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,value,Strongly Agree,,,Q0_Attention_Check,6,object-16,0,8,17,4,3,17,15
12,1678103671770,06/03/2023 11:54:31,1678103671770,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,quantised,4,,,Q0_Attention_Check,6,object-16,0,8,17,4,3,17,15
13,1678103671771,06/03/2023 11:54:31,1678103671771,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,value,Strongly Disagree,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,0,8,17,4,3,17,15
14,1678103671771,06/03/2023 11:54:31,1678103671771,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,quantised,1,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,0,8,17,4,3,17,15
15,1678103671771,06/03/2023 11:54:31,1678103671771,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**I am inclined to get nervous when others around me seem to be nervous.**,response,value,Strongly Agree,,,Q8_AE_Emotion_Contagion,9,object-23,0,8,17,4,3,17,15
16,1678103671771,06/03/2023 11:54:31,1678103671771,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**I am inclined to get nervous when others around me seem to be nervous.**,response,quantised,4,,,Q8_AE_Emotion_Contagion,9,object-23,0,8,17,4,3,17,15
17,1678103671772,06/03/2023 11:54:31,1678103671772,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**I often get emotionally involved with my friends’ problems.**,response,value,Agree,,,Q7_AE_Proximal_Responsivity,8,object-21,0,8,17,4,3,17,15
18,1678103671772,06/03/2023 11:54:31,1678103671772,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,**I often get emotionally involved with my friends’ problems.**,response,quantised,3,,,Q7_AE_Proximal_Responsivity,8,object-21,0,8,17,4,3,17,15
19,1678103671772,06/03/2023 11:54:31,1678103671772,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,value,Agree,,,Q6_CE_Online_Simulation,7,object-19,0,8,17,4,3,17,15
20,1678103671773,06/03/2023 11:54:31,1678103671773,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 2,7jwaw8,2,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,quantised,3,,,Q6_CE_Online_Simulation,7,object-19,0,8,17,4,3,17,15
21,1678103671773,06/03/2023 11:54:31,1678103671773,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 4,slymoa,3,**I am good at predicting what someone will do.**,response,value,Strongly Agree,,,Q27_CE_Perpective_Taking,7,object-59,24,8,28,7,6,52,21
22,1678103671773,06/03/2023 11:54:31,1678103671773,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 4,slymoa,3,**I am good at predicting what someone will do.**,response,quantised,4,,,Q27_CE_Perpective_Taking,7,object-59,24,8,28,7,6,52,21
23,1678103671773,06/03/2023 11:54:31,1678103671773,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 4,slymoa,3,**I usually stay emotionally detached when watching a film.**,response,value,Disagree,,,Q29_AE_Peripheral_Responsivity_R,9,object-64,24,8,28,7,6,52,21
24,1678103671773,06/03/2023 11:54:31,1678103671773,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 4,slymoa,3,**I usually stay emotionally detached when watching a film.**,response,quantised,2,,,Q29_AE_Peripheral_Responsivity_R,9,object-64,24,8,28,7,6,52,21
25,1678103671773,06/03/2023 11:54:31,1678103671773,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 4,slymoa,3,**Before I do something I try to consider how my friends will react to it.**,response,value,Strongly Agree,,,Q31_CE_Online_Simulation,11,object-68,24,8,28,7,6,52,21
26,1678103671773,06/03/2023 11:54:31,1678103671773,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 4,slymoa,3,**Before I do something I try to consider how my friends will react to it.**,response,quantised,4,,,Q31_CE_Online_Simulation,11,object-68,24,8,28,7,6,52,21
27,1678103671774,06/03/2023 11:54:31,1678103671774,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 4,slymoa,3,**Other people tell me I am good at understanding how they are feeling and what they are thinking.**,response,value,Strongly Agree,,,Q21_CE_Perpective_Taking,1,object-47,24,8,28,7,6,52,21
28,1678103671774,06/03/2023 11:54:31,1678103671774,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 4,slymoa,3,**Other people tell me I am good at understanding how they are feeling and what they are thinking.**,response,quantised,4,,,Q21_CE_Perpective_Taking,1,object-47,24,8,28,7,6,52,21
29,1678103671774,06/03/2023 11:54:31,1678103671774,0,06/03/2023 11:54:31,121969,4,questionnaire-tx5o,,27852118,9924,8273069,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 110.0,1493x933,1400x821,,QCAE,6,BA,AB,Page 4,slymoa,3,**I can tell if someone is masking their true emotion.**,response,value,Strongly Agree,,,Q26_CE_Perpective_Taking,6,object-57,24,8,28,7,6,52,21
