Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: perspective_taking,Store: emotion_contagion,Store: online_simulation,Store: peripheral_responsivity,Store: proximal_responsivity,Store: CE,Store: AE
62,1678326718305,09/03/2023 01:51:58,1678326718305,0,09/03/2023 01:51:58,121969,4,questionnaire-tx5o,,27962812,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**I get very upset when I see someone cry.**,response,quantised,3,,,Q12_AE_Proximal_Responsivity,3,object-31,28,13,27,11,12,55,36
63,1678326718306,09/03/2023 01:51:58,1678326718306,0,09/03/2023 01:51:58,121969,4,questionnaire-tx5o,,27962812,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**I am good at predicting how someone will feel.**,response,value,Agree,,,Q19_CE_Perpective_Taking,10,object-45,28,13,27,11,12,55,36
64,1678326718306,09/03/2023 01:51:58,1678326718306,0,09/03/2023 01:51:58,121969,4,questionnaire-tx5o,,27962812,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**I am good at predicting how someone will feel.**,response,quantised,3,,,Q19_CE_Perpective_Taking,10,object-45,28,13,27,11,12,55,36
65,1678326718309,09/03/2023 01:51:58,1678326718309,0,09/03/2023 01:51:58,121969,4,questionnaire-tx5o,,27962812,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,perspective_taking,response,score,28,,,,,,,,,,,,
66,1678326718310,09/03/2023 01:51:58,1678326718310,0,09/03/2023 01:51:58,121969,4,questionnaire-tx5o,,27962812,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,emotion_contagion,response,score,13,,,,,,,,,,,,
67,1678326718310,09/03/2023 01:51:58,1678326718310,0,09/03/2023 01:51:58,121969,4,questionnaire-tx5o,,27962812,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,online_simulation,response,score,27,,,,,,,,,,,,
68,1678326718311,09/03/2023 01:51:58,1678326718311,0,09/03/2023 01:51:58,121969,4,questionnaire-tx5o,,27962812,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,peripheral_responsivity,response,score,11,,,,,,,,,,,,
69,1678326718311,09/03/2023 01:51:58,1678326718311,0,09/03/2023 01:51:58,121969,4,questionnaire-tx5o,,27962812,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,proximal_responsivity,response,score,12,,,,,,,,,,,,
70,1678326718312,09/03/2023 01:51:58,1678326718312,0,09/03/2023 01:51:58,121969,4,questionnaire-tx5o,,27962812,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,CE,response,score,55,,,,,,,,,,,,
71,1678326718313,09/03/2023 01:51:58,1678326718313,0,09/03/2023 01:51:58,121969,4,questionnaire-tx5o,,27962812,9918,8305753,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 104.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,AE,response,score,36,,,,,,,,,,,,
1,1678358886333,09/03/2023 10:48:06,1678358886333,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I sometimes try to understand my friends better by imagining how things look from their perspective.**,response,value,Agree,,,Q4_CE_Online_Simulation,4,object-12,0,6,14,3,2,14,11
2,1678358886333,09/03/2023 10:48:06,1678358886333,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I sometimes try to understand my friends better by imagining how things look from their perspective.**,response,quantised,3,,,Q4_CE_Online_Simulation,4,object-12,0,6,14,3,2,14,11
3,1678358886334,09/03/2023 10:48:06,1678358886334,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I sometimes find it difficult to see things from the “other guy’s” point of view.**,response,value,Disagree,,,Q1_CE_Online_Simulation_R,1,object-5,0,6,14,3,2,14,11
4,1678358886334,09/03/2023 10:48:06,1678358886334,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I sometimes find it difficult to see things from the “other guy’s” point of view.**,response,quantised,2,,,Q1_CE_Online_Simulation_R,1,object-5,0,6,14,3,2,14,11
5,1678358886335,09/03/2023 10:48:06,1678358886335,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,value,Agree,,,Q3_CE_Online_Simulation,3,object-11,0,6,14,3,2,14,11
6,1678358886335,09/03/2023 10:48:06,1678358886335,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,quantised,3,,,Q3_CE_Online_Simulation,3,object-11,0,6,14,3,2,14,11
7,1678358886336,09/03/2023 10:48:06,1678358886336,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,value,Disagree,,,Q6_CE_Online_Simulation,7,object-19,0,6,14,3,2,14,11
8,1678358886336,09/03/2023 10:48:06,1678358886336,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,quantised,2,,,Q6_CE_Online_Simulation,7,object-19,0,6,14,3,2,14,11
9,1678358886336,09/03/2023 10:48:06,1678358886336,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**People I am with have a strong influence on my mood.**,response,value,Agree,,,Q9_AE_Emotion_Contagion,10,object-25,0,6,14,3,2,14,11
10,1678358886337,09/03/2023 10:48:06,1678358886337,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**People I am with have a strong influence on my mood.**,response,quantised,3,,,Q9_AE_Emotion_Contagion,10,object-25,0,6,14,3,2,14,11
11,1678358886338,09/03/2023 10:48:06,1678358886338,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,value,Strongly Agree,,,Q0_Attention_Check,6,object-16,0,6,14,3,2,14,11
12,1678358886338,09/03/2023 10:48:06,1678358886338,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,quantised,4,,,Q0_Attention_Check,6,object-16,0,6,14,3,2,14,11
13,1678358886339,09/03/2023 10:48:06,1678358886339,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,value,Agree,,,Q5_CE_Online_Simulation,5,object-14,0,6,14,3,2,14,11
14,1678358886339,09/03/2023 10:48:06,1678358886339,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,quantised,3,,,Q5_CE_Online_Simulation,5,object-14,0,6,14,3,2,14,11
15,1678358886340,09/03/2023 10:48:06,1678358886340,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I often get emotionally involved with my friends’ problems.**,response,value,Disagree,,,Q7_AE_Proximal_Responsivity,8,object-21,0,6,14,3,2,14,11
16,1678358886340,09/03/2023 10:48:06,1678358886340,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I often get emotionally involved with my friends’ problems.**,response,quantised,2,,,Q7_AE_Proximal_Responsivity,8,object-21,0,6,14,3,2,14,11
17,1678358886341,09/03/2023 10:48:06,1678358886341,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I am inclined to get nervous when others around me seem to be nervous.**,response,value,Agree,,,Q8_AE_Emotion_Contagion,9,object-23,0,6,14,3,2,14,11
18,1678358886341,09/03/2023 10:48:06,1678358886341,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I am inclined to get nervous when others around me seem to be nervous.**,response,quantised,3,,,Q8_AE_Emotion_Contagion,9,object-23,0,6,14,3,2,14,11
19,1678358886342,09/03/2023 10:48:06,1678358886342,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,value,Disagree,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,0,6,14,3,2,14,11
20,1678358886342,09/03/2023 10:48:06,1678358886342,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,quantised,2,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,0,6,14,3,2,14,11
21,1678358886343,09/03/2023 10:48:06,1678358886343,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I can tell if someone is masking their true emotion.**,response,value,Disagree,,,Q26_CE_Perpective_Taking,6,object-57,14,6,22,6,4,36,16
22,1678358886343,09/03/2023 10:48:06,1678358886343,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I can tell if someone is masking their true emotion.**,response,quantised,2,,,Q26_CE_Perpective_Taking,6,object-57,14,6,22,6,4,36,16
23,1678358886344,09/03/2023 10:48:06,1678358886344,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I can easily tell if someone else is interested or bored with what I am saying.**,response,value,Agree,,,Q22_CE_Perpective_Taking,2,object-49,14,6,22,6,4,36,16
24,1678358886345,09/03/2023 10:48:06,1678358886345,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I can easily tell if someone else is interested or bored with what I am saying.**,response,quantised,3,,,Q22_CE_Perpective_Taking,2,object-49,14,6,22,6,4,36,16
25,1678358886345,09/03/2023 10:48:06,1678358886345,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,"**I can sense if I am intruding, even if the other person does not tell me.**",response,value,Agree,,,Q24_CE_Perpective_Taking,4,object-53,14,6,22,6,4,36,16
26,1678358886346,09/03/2023 10:48:06,1678358886346,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,"**I can sense if I am intruding, even if the other person does not tell me.**",response,quantised,3,,,Q24_CE_Perpective_Taking,4,object-53,14,6,22,6,4,36,16
27,1678358886346,09/03/2023 10:48:06,1678358886346,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I can easily work out what another person might want to talk about.**,response,value,Disagree,,,Q25_CE_Perpective_Taking,5,object-55,14,6,22,6,4,36,16
28,1678358886347,09/03/2023 10:48:06,1678358886347,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I can easily work out what another person might want to talk about.**,response,quantised,2,,,Q25_CE_Perpective_Taking,5,object-55,14,6,22,6,4,36,16
29,1678358886347,09/03/2023 10:48:06,1678358886347,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I am good at predicting what someone will do.**,response,value,Disagree,,,Q27_CE_Perpective_Taking,7,object-59,14,6,22,6,4,36,16
30,1678358886348,09/03/2023 10:48:06,1678358886348,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I am good at predicting what someone will do.**,response,quantised,2,,,Q27_CE_Perpective_Taking,7,object-59,14,6,22,6,4,36,16
31,1678358886349,09/03/2023 10:48:06,1678358886349,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I always try to consider the other fellow’s feelings before I do something.**,response,value,Agree,,,Q30_CE_Online_Simulation,10,object-66,14,6,22,6,4,36,16
32,1678358886349,09/03/2023 10:48:06,1678358886349,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I always try to consider the other fellow’s feelings before I do something.**,response,quantised,3,,,Q30_CE_Online_Simulation,10,object-66,14,6,22,6,4,36,16
33,1678358886350,09/03/2023 10:48:06,1678358886350,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,"**I can usually appreciate the other person’s viewpoint, even if I do not agree with it.**",response,value,Agree,,,Q28_CE_Online_Simulation,8,object-62,14,6,22,6,4,36,16
34,1678358886351,09/03/2023 10:48:06,1678358886351,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,"**I can usually appreciate the other person’s viewpoint, even if I do not agree with it.**",response,quantised,3,,,Q28_CE_Online_Simulation,8,object-62,14,6,22,6,4,36,16
35,1678358886351,09/03/2023 10:48:06,1678358886351,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**Friends talk to me about their problems as they say that I am very understanding.**,response,value,Disagree,,,Q23_AE_Proximal_Responsivity,3,object-51,14,6,22,6,4,36,16
36,1678358886352,09/03/2023 10:48:06,1678358886352,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**Friends talk to me about their problems as they say that I am very understanding.**,response,quantised,2,,,Q23_AE_Proximal_Responsivity,3,object-51,14,6,22,6,4,36,16
37,1678358886352,09/03/2023 10:48:06,1678358886352,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I usually stay emotionally detached when watching a film.**,response,value,Disagree,,,Q29_AE_Peripheral_Responsivity_R,9,object-64,14,6,22,6,4,36,16
38,1678358886353,09/03/2023 10:48:06,1678358886353,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**I usually stay emotionally detached when watching a film.**,response,quantised,2,,,Q29_AE_Peripheral_Responsivity_R,9,object-64,14,6,22,6,4,36,16
39,1678358886353,09/03/2023 10:48:06,1678358886353,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**Other people tell me I am good at understanding how they are feeling and what they are thinking.**,response,value,Disagree,,,Q21_CE_Perpective_Taking,1,object-47,14,6,22,6,4,36,16
40,1678358886354,09/03/2023 10:48:06,1678358886354,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**Other people tell me I am good at understanding how they are feeling and what they are thinking.**,response,quantised,2,,,Q21_CE_Perpective_Taking,1,object-47,14,6,22,6,4,36,16
41,1678358886355,09/03/2023 10:48:06,1678358886355,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**Before I do something I try to consider how my friends will react to it.**,response,value,Disagree,,,Q31_CE_Online_Simulation,11,object-68,14,6,22,6,4,36,16
42,1678358886355,09/03/2023 10:48:06,1678358886355,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 4,slymoa,3,**Before I do something I try to consider how my friends will react to it.**,response,quantised,2,,,Q31_CE_Online_Simulation,11,object-68,14,6,22,6,4,36,16
43,1678358886356,09/03/2023 10:48:06,1678358886356,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,**It affects me very much when one of my friends seems upset.**,response,value,Agree,,,Q10_AE_Proximal_Responsivity,1,object-27,24,12,25,11,10,49,33
44,1678358886357,09/03/2023 10:48:06,1678358886357,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,**It affects me very much when one of my friends seems upset.**,response,quantised,3,,,Q10_AE_Proximal_Responsivity,1,object-27,24,12,25,11,10,49,33
45,1678358886357,09/03/2023 10:48:06,1678358886357,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,**I find it easy to put myself in somebody else’s shoes.**,response,value,Agree,,,Q18_CE_Online_Simulation,9,object-43,24,12,25,11,10,49,33
46,1678358886358,09/03/2023 10:48:06,1678358886358,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,**I find it easy to put myself in somebody else’s shoes.**,response,quantised,3,,,Q18_CE_Online_Simulation,9,object-43,24,12,25,11,10,49,33
47,1678358886359,09/03/2023 10:48:06,1678358886359,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,**I can easily tell if someone else wants to enter a conversation.**,response,value,Agree,,,Q15_CE_Perpective_Taking,6,object-37,24,12,25,11,10,49,33
48,1678358886359,09/03/2023 10:48:06,1678358886359,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,**I can easily tell if someone else wants to enter a conversation.**,response,quantised,3,,,Q15_CE_Perpective_Taking,6,object-37,24,12,25,11,10,49,33
49,1678358886360,09/03/2023 10:48:06,1678358886360,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,**I get very upset when I see someone cry.**,response,value,Agree,,,Q12_AE_Proximal_Responsivity,3,object-31,24,12,25,11,10,49,33
50,1678358886361,09/03/2023 10:48:06,1678358886361,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,**I get very upset when I see someone cry.**,response,quantised,3,,,Q12_AE_Proximal_Responsivity,3,object-31,24,12,25,11,10,49,33
51,1678358886361,09/03/2023 10:48:06,1678358886361,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,"**I often get deeply involved with the feelings of a character in a film, play, or novel.**",response,value,Agree,,,Q11_AE_Peripheral_Responsivity,2,object-29,24,12,25,11,10,49,33
52,1678358886362,09/03/2023 10:48:06,1678358886362,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,"**I often get deeply involved with the feelings of a character in a film, play, or novel.**",response,quantised,3,,,Q11_AE_Peripheral_Responsivity,2,object-29,24,12,25,11,10,49,33
53,1678358886362,09/03/2023 10:48:06,1678358886362,0,09/03/2023 10:48:06,121969,4,questionnaire-tx5o,,27969839,9508,8307470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 110.0.0.0,1440x900,1440x789,,QCAE,6,AB,BA,Page 3,4ai8ku,4,**It worries me when others are worrying and panicky.**,response,value,Agree,,,Q14_AE_Emotion_Contagion,5,object-35,24,12,25,11,10,49,33
